TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_START_DATE,REF_YEAR
2011-D059,Davis Cup,Davis Cup,4,Hard,-,2011-01-16,2011
2012-D060,Davis Cup,Davis Cup,4,Clay,-,2012-01-06,2012
2013-338,Sydney,Outro,28,Hard,-,2013-01-07,2013
2013-429,Stockholm,Outro,28,Hard,-,2013-01-14,2013
2015-422,Cincinnati Masters,Masters 1000,56,Hard,-,2015-01-16,2015
2016-M-DC-2016-WG-M-ITA-ARG-01,Davis Cup,Davis Cup,4,Clay,-,2016-01-15,2016
2017-M-DC-2017-G2-AM-M-BOL-ESA-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup,Davis Cup,4,Hard,-,2017-01-03,2017
2017-M035,Washington,Outro,64,Hard,-,2017-01-31,2017
2020-0424,New York,Outro,32,Hard,-,2020-01-10,2020
2022-9667,Adelaide 2,Outro,32,Hard,-,2022-01-10,2022
2023-M-DC-2023-WG1-M-ISR-JPN-01,Davis Cup,Davis Cup,4,Hard,-,2023-01-16,2023
2024-M-DC-2024-WG2-PO-JAM-BAR-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-03,2024
2024-M-DC-2024-FLS-1-M-A-NED-BEL-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-10,2024
2024-4462,Bucharest,Outro,32,Clay,-,2024-01-15,2024
2026-495,Dubai,ATP 500,32,Hard,Não,2026-01-24,2026
2026-807,Acapulco,ATP 500,32,Hard,Não,2026-01-25,2026
1968-260,Durban 1,Outro,64,Hard,-,1968-01-14,1968
1968-9300,Orlando WCT,Outro,8,Carpet,Sim,1968-01-20,1968
1970-D015,Davis Cup,Davis Cup,4,-,-,1970-01-22,1970
1971-681,Miami WCT,Outro,32,Hard,-,1971-01-04,1971
1971-D048,Davis Cup,Davis Cup,4,Clay,-,1971-01-08,1971
1977-802,Richmond WCT,Outro,16,Carpet,Sim,1977-01-31,1977
1979-D037,Davis Cup,Davis Cup,4,Clay,-,1979-01-05,1979
1980-710,Washington-2,Outro,32,Carpet,Sim,1980-01-03,1980
1981-417,Boston,Outro,64,Clay,-,1981-01-13,1981
1982-D035,Davis Cup,Davis Cup,4,Clay,-,1982-01-07,1982
1982-408,Milan,Outro,32,Carpet,Sim,1982-01-22,1982
1983-329,Tokyo Outdoor,Outro,64,Hard,-,1983-01-17,1983
1984-D021,Davis Cup,Davis Cup,4,Clay,-,1984-01-02,1984
1985-308,Munich,Outro,32,Clay,-,1985-01-06,1985
1985-416,Rome,Masters 1000,64,Clay,-,1985-01-13,1985
1987-419,Indianapolis,Outro,56,Clay,-,1987-01-13,1987
1987-367,Athens,Outro,32,Clay,-,1987-01-15,1987
1988-610,Dallas WCT,Outro,9,Carpet,Sim,1988-01-28,1988
1989-D012,Davis Cup,Davis Cup,4,Clay,-,1989-01-16,1989
1990-D043,Davis Cup,Davis Cup,4,Carpet,Sim,1990-01-21,1990
1991-339,Adelaide,Outro,32,Hard,-,1990-01-31,1990
1993-339,Adelaide,Outro,32,Hard,-,1993-01-04,1993
1995-807,Mexico City,Outro,32,Clay,-,1995-01-27,1995
1996-D081,Davis Cup,Davis Cup,4,Clay,-,1996-01-03,1996
1996-D054,Davis Cup,Davis Cup,4,Hard,-,1996-01-09,1996
1998-D001,Davis Cup,Davis Cup,4,Clay,-,1998-01-03,1998
2000-D021,Davis Cup,Davis Cup,4,Hard,-,2000-01-07,2000
2003-496,Marseille,Outro,32,Hard,-,2003-01-10,2003
2005-D074,Davis Cup,Davis Cup,4,Hard,-,2005-01-04,2005
2005-D072,Davis Cup,Davis Cup,4,Clay,-,2005-01-15,2005
2005-D017,Davis Cup,Davis Cup,4,Hard,-,2005-01-23,2005
2007-D026,Davis Cup,Davis Cup,4,Clay,-,2007-01-06,2007
2007-D076,Davis Cup,Davis Cup,4,Clay,-,2007-01-20,2007
2008-339,Adelaide,Outro,32,Hard,-,2007-01-31,2007
2008-D015,Davis Cup,Davis Cup,4,Hard,-,2008-01-08,2008
2008-D040,Davis Cup,Davis Cup,4,Hard,-,2008-01-11,2008
2009-311,Queen's Club,Outro,56,Grass,-,2009-01-08,2009
2010-D071,Davis Cup,Davis Cup,4,Grass,-,2010-01-09,2010
2018-M-DC-2018-WG-M-ESP-GER-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-06,2018
2019-M-DC-2019-G2-AM-M-MEX-PAR-01,Davis Cup,Davis Cup,4,Clay,-,2019-01-14,2019
2023-M-DC-2023-FLS-2-B-M-AUS-FRA-01,Davis Cup,ATP Finals,2,Hard,-,2023-01-14,2023
2024-M-DC-2024-FLS-1-M-A-ITA-NED-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-15,2024
2024-0096,Paris Olympics,Olympics Games,64,Clay,-,2024-01-29,2024
2025-M-DC-2025-WG1-PO-GRE-EGY-01,Davis Cup,Davis Cup,4,Clay,-,2025-01-01,2025
2023-7581,Chengdu,Outro,32,Hard,-,2023-01-20,2023
2024-M-DC-2024-WG1-M-NOR-POR-01,Davis Cup,Davis Cup,4,Hard,-,2024-01-13,2024
1968-2029,Dublin,Outro,32,Grass,-,1968-01-08,1968
1969-D021,Davis Cup,Davis Cup,4,Clay,-,1969-01-04,1969
1969-D049,Davis Cup,Davis Cup,4,Clay,-,1969-01-18,1969
1970-423,Los Angeles,Outro,64,Hard,-,1970-01-19,1970
1971-401,Philadelphia WCT,Outro,32,Carpet,Sim,1971-01-09,1971
1973-D025,Davis Cup,Davis Cup,4,-,-,1973-01-04,1973
1973-D040,Davis Cup,Davis Cup,4,Grass,-,1973-01-20,1973
1975-D043,Davis Cup,Davis Cup,4,-,-,1975-01-10,1975
1976-328,Basel,Outro,16,Carpet,Sim,1976-01-01,1976
1976-2014,Bermuda,Outro,32,Clay,-,1976-01-13,1976
1979-337,Vienna,Outro,48,Hard,-,1979-01-22,1979
1981-D014,Davis Cup,Davis Cup,4,Clay,-,1981-01-02,1981
1981-273,Brussels,Outro,32,Clay,-,1981-01-08,1981
1987-316,Bastad,Outro,32,Clay,-,1987-01-27,1987
1987-D022,Davis Cup,Davis Cup,4,Clay,-,1987-01-30,1987
1991-D066,Davis Cup,Davis Cup,4,Hard,-,1991-01-05,1991
1991-315,Newport,Outro,32,Grass,-,1991-01-08,1991
1992-D060,Davis Cup,Davis Cup,4,Clay,-,1992-01-01,1992
1996-D049,Davis Cup,Davis Cup,4,Carpet,Sim,1996-01-03,1996
1996-D050,Davis Cup,Davis Cup,4,Clay,-,1996-01-09,1996
1997-D033,Davis Cup,Davis Cup,4,Clay,-,1997-01-11,1997
1998-D048,Davis Cup,Davis Cup,4,Clay,-,1998-01-17,1998
2000-620,Brighton,Outro,32,Hard,-,2000-01-20,2000
2002-D019,Davis Cup,Davis Cup,4,Hard,-,2002-01-08,2002
2005-414,Hamburg Masters,Masters 1000,64,Clay,-,2005-01-09,2005
2005-D016,Davis Cup,Davis Cup,4,Hard,-,2005-01-23,2005
2007-D018,Davis Cup,Davis Cup,4,Clay,-,2007-01-06,2007
2009-423,Los Angeles,Outro,28,Hard,-,2009-01-27,2009
2013-321,Stuttgart,Outro,28,Clay,-,2013-01-08,2013
2014-747,Beijing,Outro,32,Hard,-,2014-01-29,2014
2017-7290,Estoril,Outro,32,Clay,-,2017-01-01,2017
2018-M-DC-2018-G2-EPA-M-EST-LTU-01,Davis Cup,Davis Cup,4,Hard,-,2018-01-03,2018
2019-0605,Tour Finals,ATP Finals,8,Hard,-,2019-01-11,2019
2019-0500,Halle,Outro,32,Grass,-,2019-01-17,2019
2022-2809,Naples,Outro,32,Hard,-,2022-01-17,2022
2023-0451,Doha,Outro,32,Hard,-,2023-01-20,2023
2024-6932,Rio De Janeiro,Outro,32,Clay,-,2024-01-19,2024
2026-424,Dallas,ATP 500,32,Hard,Sim,2026-01-10,2026
2026-319,Kitzbuhel,ATP 250,28,Clay,Não,2026-01-20,2026
1996-379,Prague,Outro,32,Clay,-,1996-01-29,1996
1969-D027,Davis Cup,Davis Cup,4,Grass,-,1969-01-17,1969
1970-9277,Curacao,Outro,32,Hard,-,1970-01-23,1970
1970-426,Johannesburg,Outro,64,Hard,-,1970-01-24,1970
1973-429,Stockholm,Outro,64,Hard,-,1973-01-04,1973
1974-421,Toronto,Masters 1000,64,Clay,-,1974-01-12,1974
1974-D003,Davis Cup,Davis Cup,4,-,-,1974-01-15,1974
1974-D022,Davis Cup,Davis Cup,4,Clay,-,1974-01-19,1974
1975-410,Monte Carlo WCT,Outro,32,Clay,-,1975-01-23,1975
1976-662,Columbus WCT,Outro,16,Carpet,Sim,1976-01-07,1976
1978-295,Mexico City,Outro,32,Clay,-,1978-01-25,1978
1980-560,US Open,Grand Slam,128,Hard,-,1980-01-26,1980
1981-560,US Open,Grand Slam,128,Hard,-,1981-01-01,1981
1982-419,Indianapolis,Outro,64,Clay,-,1982-01-03,1982
1985-326,Brisbane,Outro,32,Carpet,Sim,1985-01-07,1985
1985-D042,Davis Cup,Davis Cup,4,Grass,-,1985-01-08,1985
1986-D065,Davis Cup,Davis Cup,4,Clay,-,1986-01-09,1986
1987-580,Australian Open,Grand Slam,96,Grass,-,1987-01-12,1987
1988-339,Adelaide,Outro,32,Hard,-,1987-01-28,1987
1988-313,Bristol,Outro,48,Grass,-,1988-01-13,1988
1990-416,Rome Masters,Masters 1000,64,Clay,-,1990-01-14,1990
1992-438,Moscow,Outro,32,Carpet,Sim,1992-01-09,1992
1994-416,Rome Masters,Masters 1000,64,Clay,-,1994-01-09,1994
1995-D051,Davis Cup,Davis Cup,4,Hard,-,1995-01-22,1995
1995-312,Bologna,Outro,32,Clay,-,1995-01-22,1995
1995-D062,Davis Cup,Davis Cup,4,Grass,-,1995-01-31,1995
1996-329,Tokyo,Outro,56,Hard,-,1996-01-15,1996
1997-741,Nottingham,Outro,32,Grass,-,1997-01-16,1997
1999-D052,Davis Cup,Davis Cup,4,Hard,-,1999-01-16,1999
1999-D028,Davis Cup,Davis Cup,4,Hard,-,1999-01-24,1999
2001-316,Bastad,Outro,32,Clay,-,2001-01-09,2001
2003-339,Adelaide,Outro,32,Hard,-,2002-01-30,2002
2005-D054,Davis Cup,Davis Cup,4,Hard,-,2005-01-04,2005
2005-440,s Hertogenbosch,Outro,32,Grass,-,2005-01-13,2005
2009-D083,Davis Cup,Davis Cup,4,Clay,-,2009-01-18,2009
2010-D042,Davis Cup,Davis Cup,4,Clay,-,2010-01-09,2010
2012-6116,Atlanta,Outro,28,Hard,-,2012-01-16,2012
2014-D020,Davis Cup,Davis Cup,4,Hard,-,2014-01-12,2014
2015-D022,Davis Cup,Davis Cup,4,Clay,-,2015-01-17,2015
2016-M-DC-2016-G1-EPA-M-ESP-ROU-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-15,2016
2018-M-DC-2018-G2-EPA-M-EGY-DEN-01,Davis Cup,Davis Cup,4,Hard,-,2018-01-07,2018
2019-7650,Antalya,Outro,32,Grass,-,2019-01-24,2019
2021-M-DC-2021-FLS-M-RTF-GER-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-04,2021
2022-M-DC-2022-WG2-PO-HKG-BEN-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-04,2022
2022-M-DC-2022-WG2-M-POL-INA-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-16,2022
2023-M-DC-2023-WG2-M-SLO-LUX-01,Davis Cup,Davis Cup,4,Clay,-,2023-01-15,2023
2024-M-DC-2024-FLS-2-M-B-AUS-FRA-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-10,2024
2025-M-DC-2025-WG2-PO-ESA-MDA-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-01,2025
2025-M-DC-2025-WG1-PO-GEO-POL-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-31,2025
2026-499,Delray Beach,ATP 250,28,Hard,Não,2026-01-16,2026
1969-3936,Melbourne,Outro,8,Grass,-,1969-01-06,1969
1969-9284,London 2,Outro,4,Hard,-,1969-01-21,1969
1970-419,Indianapolis,Outro,64,Clay,-,1970-01-27,1970
1971-583,Manchester,Outro,128,Grass,-,1971-01-31,1971
1972-326,Brisbane,Outro,64,Hard,-,1972-01-03,1972
1974-2040,Washington,Outro,16,-,-,1974-01-07,1974
1974-D057,Davis Cup,Davis Cup,4,-,-,1974-01-19,1974
1974-816,Baltimore,Outro,32,Carpet,Sim,1974-01-29,1974
1975-D010,Davis Cup,Davis Cup,4,-,-,1975-01-26,1975
1976-314,Gstaad,Outro,48,Clay,-,1976-01-04,1976
1976-3935,WCT Challenge Cup,Outro,8,Hard,-,1976-01-15,1976
1977-332,Cologne,Outro,32,Carpet,Sim,1977-01-31,1977
1981-339,Adelaide,Outro,32,Grass,-,1981-01-05,1981
1981-314,Gstaad,Outro,32,Clay,-,1981-01-06,1981
1981-610,Dallas WCT,Outro,8,Carpet,Sim,1981-01-28,1981
1982-425,Barcelona,Outro,64,Clay,-,1982-01-04,1982
1983-D012,Davis Cup,Davis Cup,4,Clay,-,1983-01-10,1983
1984-708,La Quinta,Outro,56,Hard,-,1984-01-13,1984
1986-D008,Davis Cup,Davis Cup,4,Grass,-,1986-01-26,1986
1989-329,Tokyo Outdoor,Outro,56,Hard,-,1989-01-17,1989
1991-407,Rotterdam,Outro,32,Carpet,Sim,1991-01-25,1991
1992-310,Florence,Outro,32,Clay,-,1992-01-08,1992
1992-615,Dusseldorf,Outro,32,Clay,-,1992-01-18,1992
1992-D069,Davis Cup,Davis Cup,4,Carpet,Sim,1992-01-31,1992
1993-224,Schenectady,Outro,32,Hard,-,1993-01-23,1993
1999-423,Los Angeles,Outro,32,Hard,-,1999-01-26,1999
1999-D059,Davis Cup,Davis Cup,4,Carpet,Sim,1999-01-30,1999
2000-D079,Davis Cup,Davis Cup,4,Hard,-,2000-01-04,2000
2001-306,St. Poelten,Outro,32,Clay,-,2001-01-21,2001
2002-D084,Davis Cup,Davis Cup,4,Clay,-,2002-01-29,2002
2005-3348,New Haven,Outro,48,Hard,-,2005-01-22,2005
2006-424,San Jose,Outro,32,Hard,-,2006-01-13,2006
2007-D014,Davis Cup,Davis Cup,4,Carpet,Sim,2007-01-21,2007
2009-352,Paris Masters,Masters 1000,48,Hard,-,2009-01-08,2009
2010-D066,Davis Cup,Davis Cup,4,Clay,-,2010-01-09,2010
2011-D058,Davis Cup,Davis Cup,4,Clay,-,2011-01-16,2011
2012-D021,Davis Cup,Davis Cup,4,Hard,-,2012-01-06,2012
2014-D078,Davis Cup,Davis Cup,4,Hard,-,2014-01-04,2014
2015-568,St. Petersburg,Outro,28,Hard,-,2015-01-21,2015
2019-M010,s Hertogenbosch,Outro,32,Grass,-,2019-01-10,2019
2024-M-DC-2024-FLS-3-M-C-USA-SVK-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-13,2024
2025-M-DC-2025-WG2-R1-LTU-BEN-02,Davis Cup,Davis Cup,4,Hard,-,2025-01-13,2025
2026-339,Brisbane,ATP 250,32,Hard,Não,2026-01-07,2026
2026-499,Delray Beach,ATP 250,28,Hard,Não,2026-01-17,2026
1968-653,Fort Worth NTL,Outro,8,Hard,-,1968-01-15,1968
1968-D042,Davis Cup,Davis Cup,4,Clay,-,1968-01-20,1968
1968-520,Roland Garros,Grand Slam,128,Clay,-,1968-01-27,1968
1969-6833,Tucson,Outro,8,Hard,-,1969-01-03,1969
1970-663,Louisville,Outro,16,Hard,-,1970-01-02,1970
1971-260,Durban,Outro,64,Hard,-,1971-01-29,1971
1972-2066,Macon,Outro,32,Carpet,Sim,1972-01-28,1972
1973-D056,Davis Cup,Davis Cup,4,Clay,-,1973-01-06,1973
1973-2042,Aptos,Outro,32,Hard,-,1973-01-16,1973
1976-416,Rome,Masters 1000,64,Clay,-,1976-01-24,1976
1978-D026,Davis Cup,Davis Cup,4,Hard,-,1978-01-08,1978
1980-610,Dallas WCT,Outro,8,Carpet,Sim,1980-01-28,1980
1981-315,Newport,Outro,32,Grass,-,1981-01-06,1981
1981-358,San Juan,Outro,32,Hard,-,1981-01-19,1981
1983-337,Vienna,Outro,32,Hard,-,1983-01-17,1983
1984-335,Treviso,Outro,32,Clay,-,1984-01-12,1984
1985-D052,Davis Cup,Davis Cup,4,Grass,-,1985-01-18,1985
1987-418,Washington,Outro,56,Hard,-,1987-01-27,1987
1990-406,Brussels,Outro,32,Carpet,Sim,1990-01-12,1990
1990-D028,Davis Cup,Davis Cup,4,Hard,-,1990-01-13,1990
1991-463,Brasilia,Outro,48,Carpet,Sim,1991-01-09,1991
1994-360,Casablanca,Outro,32,Clay,-,1994-01-14,1994
1994-410,Monte Carlo Masters,Masters 1000,64,Clay,-,1994-01-18,1994
1995-580,Australian Open,Grand Slam,128,Hard,-,1995-01-16,1995
1995-305,Nice,Outro,32,Clay,-,1995-01-17,1995
1998-D039,Davis Cup,Davis Cup,4,Carpet,Sim,1998-01-03,1998
1998-D022,Davis Cup,Davis Cup,4,Hard,-,1998-01-25,1998
1999-438,Moscow,Outro,32,Carpet,Sim,1999-01-08,1999
1999-D020,Davis Cup,Davis Cup,4,Carpet,Sim,1999-01-16,1999
2005-D008,Davis Cup,Davis Cup,4,Hard,-,2005-01-04,2005
2005-D018,Davis Cup,Davis Cup,4,Clay,-,2005-01-23,2005
2007-D040,Davis Cup,Davis Cup,4,Carpet,Sim,2007-01-09,2007
2008-D077,Davis Cup,Davis Cup,4,Hard,-,2008-01-19,2008
2010-D077,Davis Cup,Davis Cup,4,Clay,-,2010-01-17,2010
2013-D069,Davis Cup,Davis Cup,4,Clay,-,2013-01-05,2013
2014-D048,Davis Cup,Davis Cup,4,Hard,-,2014-01-04,2014
2018-6967,Shenzhen,Outro,32,Hard,-,2018-01-24,2018
2020-8996,Santiago,Outro,32,Clay,-,2020-01-24,2020
2022-0451,Doha,Outro,32,Hard,-,2022-01-14,2022
2023-0341,Metz,Outro,32,Hard,-,2023-01-06,2023
2025-M-DC-2025-WG2-R1-PAR-PAK-01,Davis Cup,Davis Cup,4,Clay,-,2025-01-12,2025
2026-339,Brisbane,ATP 250,32,Hard,Não,2026-01-04,2026
1969-6832,Midland,Outro,4,Hard,-,1969-01-03,1969
1969-6817,San Juan,Outro,64,Hard,-,1969-01-31,1969
1970-D049,Davis Cup,Davis Cup,4,-,-,1970-01-07,1970
1972-418,Washington WCT,Outro,32,Clay,-,1972-01-12,1972
1974-337,Vienna,Outro,32,Hard,-,1974-01-28,1974
1975-D002,Davis Cup,Davis Cup,4,Clay,-,1975-01-26,1975
1976-660,Little Rock,Outro,32,Carpet,Sim,1976-01-01,1976
1976-D032,Davis Cup,Davis Cup,4,-,-,1976-01-14,1976
1979-816,Baltimore WCT,Outro,32,Carpet,Sim,1979-01-15,1979
1980-D009,Davis Cup,Davis Cup,4,-,-,1980-01-08,1980
1980-715,New Orleans,Outro,32,Carpet,Sim,1980-01-31,1980
1981-D052,Davis Cup,Davis Cup,4,Hard,-,1981-01-09,1981
1982-615,Dusseldorf,Outro,16,Clay,-,1982-01-03,1982
1984-560,US Open,Grand Slam,128,Hard,-,1984-01-28,1984
1986-322,Geneva,Outro,32,Clay,-,1986-01-08,1986
1990-D079,Davis Cup,Davis Cup,4,Carpet,Sim,1990-01-02,1990
1991-D005,Davis Cup,Davis Cup,4,Clay,-,1991-01-03,1991
1993-314,Gstaad,Outro,32,Clay,-,1993-01-05,1993
1994-D009,Davis Cup,Davis Cup,4,Clay,-,1994-01-08,1994
1994-D029,Davis Cup,Davis Cup,4,Grass,-,1994-01-15,1994
1995-D005,Davis Cup,Davis Cup,4,Hard,-,1995-01-03,1995
1995-D043,Davis Cup,Davis Cup,4,Grass,-,1995-01-14,1995
1996-D021,Davis Cup,Davis Cup,4,Hard,-,1996-01-05,1996
1996-430,Antwerp,Outro,32,Carpet,Sim,1996-01-19,1996
1996-D007,Davis Cup,Davis Cup,4,Clay,-,1996-01-20,1996
1998-401,Philadelphia,Outro,32,Hard,-,1998-01-23,1998
2000-336,Hong Kong,Outro,32,Hard,-,2000-01-02,2000
2000-402,Memphis,Outro,48,Hard,-,2000-01-14,2000
2002-321,Stuttgart,Outro,32,Clay,-,2002-01-15,2002
2002-807,Acapulco,Outro,32,Clay,-,2002-01-25,2002
2006-D011,Davis Cup,Davis Cup,4,Carpet,Sim,2006-01-07,2006
2006-D031,Davis Cup,Davis Cup,4,Hard,-,2006-01-10,2006
2007-D066,Davis Cup,Davis Cup,4,Clay,-,2007-01-06,2007
2007-D021,Davis Cup,Davis Cup,4,Clay,-,2007-01-21,2007
2007-2276,Zagreb,Outro,32,Carpet,Sim,2007-01-29,2007
2008-D012,Davis Cup,Davis Cup,4,Hard,-,2008-01-08,2008
2008-D078,Davis Cup,Davis Cup,4,Hard,-,2008-01-19,2008
2011-D015,Davis Cup,Davis Cup,4,Hard,-,2011-01-04,2011
2011-5053,Belgrade,Outro,28,Clay,-,2011-01-25,2011
2012-D054,Davis Cup,Davis Cup,4,Carpet,Sim,2012-01-06,2012
2016-M021,Madrid Masters,Masters 1000,64,Clay,-,2016-01-02,2016
2016-M-DC-2016-WG-M-ARG-CRO-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-25,2016
2017-0439,Umag,Outro,32,Clay,-,2017-01-17,2017
2018-M-DC-2018-G1-AO-M-CHN-NZL-01,Davis Cup,Davis Cup,4,Hard,-,2018-01-02,2018
2018-7648,Budapest,Outro,32,Clay,-,2018-01-23,2018
2021-M-DC-2021-FLS-F-M-SRB-AUT-01,Davis Cup,ATP Finals,2,Hard,-,2021-01-26,2021
2022-0499,Delray Beach,Outro,32,Hard,-,2022-01-14,2022
2024-1536,Madrid Masters,Masters 1000,128,Clay,-,2024-01-22,2024
2026-440,'s-Hertogenbosch,ATP 250,28,Grass,Não,2026-01-09,2026
1970-317,Hilversum,Outro,64,Hard,-,1970-01-02,1970
1970-D008,Davis Cup,Davis Cup,4,-,-,1970-01-22,1970
1972-D013,Davis Cup,Davis Cup,4,-,-,1972-01-08,1972
1974-D066,Davis Cup,Davis Cup,4,-,-,1974-01-26,1974
1976-718,Boca Raton,Outro,32,Hard,-,1976-01-02,1976
1976-254,Johannesburg WCT,Outro,16,Hard,-,1976-01-05,1976
1977-422,Cincinnati,Masters 1000,64,Clay,-,1977-01-11,1977
1977-D046,Davis Cup,Davis Cup,4,Clay,-,1977-01-22,1977
1978-D045,Davis Cup,Davis Cup,4,Clay,-,1978-01-17,1978
1979-D025,Davis Cup,Davis Cup,4,Carpet,Sim,1979-01-16,1979
1986-D070,Davis Cup,Davis Cup,4,Hard,-,1986-01-17,1986
1986-428,Tokyo Indoor,Outro,32,Carpet,Sim,1986-01-20,1986
1987-D052,Davis Cup,Davis Cup,4,Hard,-,1987-01-24,1987
1987-201,Guaruja,Outro,32,Hard,-,1987-01-26,1987
1989-D014,Davis Cup,Davis Cup,4,Clay,-,1989-01-21,1989
1996-D074,Davis Cup,Davis Cup,4,Clay,-,1996-01-12,1996
1999-773,Bucharest,Outro,32,Clay,-,1999-01-27,1999
2001-496,Marseille,Outro,32,Hard,-,2001-01-12,2001
2007-D027,Davis Cup,Davis Cup,4,Clay,-,2007-01-06,2007
2012-311,Queen's Club,Outro,56,Grass,-,2012-01-11,2012
2013-D011,Davis Cup,Davis Cup,4,Clay,-,2013-01-05,2013
2013-6242,Winston-Salem,Outro,48,Hard,-,2013-01-18,2013
2015-308,Munich,Outro,28,Clay,-,2015-01-27,2015
2016-0717,Houston,Outro,32,Clay,-,2016-01-04,2016
2023-M-DC-2023-WG2-M-MEX-CHN-01,Davis Cup,Davis Cup,4,Clay,-,2023-01-16,2023
2026-339,Brisbane,ATP 250,32,Hard,Não,2026-01-10,2026
2013-580,Australian Open,Grand Slam,128,Hard,-,2013-01-14,2013
1968-422,Cincinnati,Masters 1000,16,Clay,-,1968-01-07,1968
1968-T109,Munich Indoors,Outro,-1,Carpet,Sim,1968-01-28,1968
1973-D043,Davis Cup,Davis Cup,4,Clay,-,1973-01-03,1973
1973-D060,Davis Cup,Davis Cup,4,Grass,-,1973-01-23,1973
1977-D025,Davis Cup,Davis Cup,4,-,-,1977-01-06,1977
1977-2059,Tournament of Champions WCT,Outro,16,-,-,1977-01-17,1977
1982-410,Monte Carlo,Outro,32,Clay,-,1982-01-05,1982
1982-339,Adelaide,Outro,32,Grass,-,1982-01-20,1982
1983-323,Bordeaux,Outro,32,Clay,-,1983-01-19,1983
1985-D030,Davis Cup,Davis Cup,4,Carpet,Sim,1985-01-08,1985
1988-D016,Davis Cup,Davis Cup,4,Carpet,Sim,1988-01-08,1988
1989-327,Toulouse,Outro,32,Hard,-,1989-01-09,1989
1991-436,Charlotte,Outro,32,Clay,-,1991-01-06,1991
1994-367,Athens,Outro,32,Clay,-,1994-01-03,1994
1995-D083,Davis Cup,Davis Cup,4,Hard,-,1995-01-03,1995
1995-D045,Davis Cup,Davis Cup,4,Hard,-,1995-01-31,1995
1997-D075,Davis Cup,Davis Cup,4,Hard,-,1997-01-19,1997
2002-D078,Davis Cup,Davis Cup,4,Hard,-,2002-01-12,2002
2004-422,Cincinnati Masters,Masters 1000,64,Hard,-,2004-01-02,2004
2004-314,Gstaad,Outro,32,Clay,-,2004-01-05,2004
2004-D029,Davis Cup,Davis Cup,4,Hard,-,2004-01-16,2004
2005-D038,Davis Cup,Davis Cup,4,Clay,-,2005-01-23,2005
2006-D068,Davis Cup,Davis Cup,4,Clay,-,2006-01-07,2006
2006-D008,Davis Cup,Davis Cup,4,Clay,-,2006-01-10,2006
2007-D078,Davis Cup,Davis Cup,4,Carpet,Sim,2007-01-21,2007
2008-419,Indianapolis,Outro,32,Hard,-,2008-01-14,2008
2008-317,Amersfoort,Outro,28,Clay,-,2008-01-14,2008
2009-D010,Davis Cup,Davis Cup,4,Clay,-,2009-01-10,2009
2010-D081,Davis Cup,Davis Cup,4,Hard,-,2010-01-17,2010
2013-D021,Davis Cup,Davis Cup,4,Hard,-,2013-01-01,2013
2014-506,Buenos Aires,Outro,32,Clay,-,2014-01-10,2014
2020-M-DC-2020-QLS-M-JPN-ECU-01,Davis Cup,Davis Cup,4,Hard,-,2020-01-06,2020
2023-8998,Adelaide 2,Outro,32,Hard,-,2023-01-09,2023
2026-9900,United Cup,Outro,18,Hard,Não,2026-01-05,2026
2026-495,Dubai,ATP 500,32,Hard,Não,2026-01-23,2026
2026-520,Roland Garros,Grand Slam,128,Clay,Não,2026-01-31,2026
1968-9348,Mexico City,Outro,-1,-,-,1968-01-18,1968
1970-D038,Davis Cup,Davis Cup,4,-,-,1970-01-28,1970
1971-316,Bastad,Outro,32,Clay,-,1971-01-10,1971
1972-D007,Davis Cup,Davis Cup,4,Clay,-,1972-01-05,1972
1973-426,Johannesburg,Outro,32,Hard,-,1973-01-27,1973
1974-D007,Davis Cup,Davis Cup,4,-,-,1974-01-03,1974
1975-605,Masters,Masters 1000,8,Hard,-,1975-01-30,1975
1976-425,Barcelona,Outro,64,Clay,-,1976-01-18,1976
1979-356,San Jose,Outro,32,Carpet,Sim,1979-01-16,1979
1980-713,Hobart,Outro,32,Hard,-,1979-01-31,1979
1981-D022,Davis Cup,Davis Cup,4,Clay,-,1981-01-13,1981
1982-D045,Davis Cup,Davis Cup,4,Hard,-,1982-01-01,1982
1982-313,Bristol,Outro,32,Grass,-,1982-01-14,1982
1983-D053,Davis Cup,Davis Cup,4,Clay,-,1983-01-08,1983
1986-328,Basel,Outro,32,Hard,-,1986-01-13,1986
1987-D021,Davis Cup,Davis Cup,4,Hard,-,1987-01-13,1987
1988-D009,Davis Cup,Davis Cup,4,Clay,-,1988-01-06,1988
